 Row Col
2,002,929 133,438 11,183 6.7% 0.6% 136,637 13,963 0.1%  9 4
2,820,233 236,972 12,139 8.4% 0.4% 240,160 14,930 0.1%  9 5
4,466,850 443,825 14,265 9.9% 0.3% 447,015 17,056 0.1%  9 6
7,760,058 857,534 18,369 11.1% 0.2% 860,712 21,156 0.1%  9 7
14,346,486 1,684,955 26,577 11.7% 0.2% 1,688,121 29,362 0.0%  9 8
27,519,347 3,339,802 42,993 12.1% 0.2% 3,342,966 45,777 0.0%  9 9
53,865,124 6,649,544 75,825 12.3% 0.1% 6,652,730 78,610 0.0%  9 10
106,556,551 14,288,635 141,489 13.4% 0.1% 14,291,815 144,274 0.0%  9 11
211,939,852 52,919,580 272,817 25.0% 0.1% 52,922,808 275,605 0.0%  9 12
422,705,640 105,611,029 535,475 25.0% 0.1% 105,614,241 538,274 0.0%  9 13
844,237,973 210,994,335 105,933,212 25.0% 12.5% 210,997,534 105,936,213 2.3%  9 14
1,687,301,397 421,760,159 211,843,558 25.0% 12.6% 421,763,354 211,846,557 2.3%  9 15
3,373,427,986 843,291,806 423,664,102 25.0% 12.6% 843,294,999 423,667,100 2.3%  9 16
6,745,681,292 1,686,355,101 847,305,190 25.0% 12.6% 1,686,358,309 847,308,190 2.3%  9 17
1,686,960 21,188 10,461 1.3% 0.6% 24,381 13,240 0.2%  10 1
1,892,834 88,187 10,734 4.7% 0.6% 91,422 13,513 0.1%  10 2
2,310,446 139,902 11,246 6.1% 0.5% 143,128 14,027 0.1%  10 3
3,127,762 243,432 12,201 7.8% 0.4% 246,646 14,993 0.1%  10 4
4,774,364 450,287 14,325 9.4% 0.3% 453,501 17,117 0.1%  10 5
8,067,557 863,987 18,425 10.7% 0.2% 867,190 21,213 0.0%  10 6
14,653,858 1,691,394 26,625 11.5% 0.2% 1,694,584 29,410 0.0%  10 7
27,826,753 3,346,207 43,025 12.0% 0.2% 3,349,394 45,810 0.0%  10 8
54,172,354 6,655,838 75,825 12.3% 0.1% 6,659,027 78,610 0.0%  10 9
106,863,568 13,275,144 141,425 12.4% 0.1% 13,278,336 144,210 0.0%  10 10
212,246,271 28,541,372 272,625 13.4% 0.1% 28,544,570 275,413 0.0%  10 11
423,011,158 105,815,389 535,027 25.0% 0.1% 105,818,622 537,826 0.0%  10 12
844,541,438 211,197,782 105,937,604 25.0% 12.5% 211,201,018 105,940,619 2.3%  10 13
1,687,600,731 421,962,975 211,845,852 25.0% 12.6% 421,966,180 211,848,852 2.3%  10 14
3,373,719,140 843,492,575 423,662,374 25.0% 12.6% 843,495,778 423,665,373 2.3%  10 15
6,745,956,036 1,686,551,774 847,295,270 25.0% 12.6% 1,686,554,990 847,298,270 2.3%  10 16
13,490,429,675 3,372,670,175 1,694,561,062 25.0% 12.6% 3,372,673,387 1,694,564,061 2.3%  10 17
2,507,751 101,109 10,845 4.0% 0.4% 104,354 13,626 0.1%  11 1
2,919,424 152,831 11,374 5.2% 0.4% 156,063 14,155 0.1%  11 2
3,742,662 256,356 12,328 6.8% 0.3% 259,577 15,120 0.1%  11 3
5,389,266 463,208 14,451 8.6% 0.3% 466,426 17,243 0.1%  11 4
8,682,366 876,910 18,549 10.1% 0.2% 880,101 21,334 0.0%  11 5
15,268,732 1,704,307 26,745 11.2% 0.2% 1,707,494 29,528 0.0%  11 6
28,441,529 3,359,106 43,137 11.8% 0.2% 3,362,296 45,922 0.0%  11 7
54,787,159 6,668,703 75,921 12.2% 0.1% 6,671,894 78,706 0.0%  11 8
107,478,181 13,287,902 141,489 12.4% 0.1% 13,291,088 144,274 0.0%  11 9
212,860,653 26,526,345 272,625 12.5% 0.1% 26,529,544 275,413 0.0%  11 10
423,625,066 57,046,867 534,899 13.5% 0.1% 57,050,106 537,697 0.0%  11 11
845,154,306 211,607,005 105,949,517 25.0% 12.5% 211,610,253 105,952,555 2.3%  11 12
1,688,211,567 422,371,286 211,856,708 25.0% 12.5% 422,374,523 211,859,722 2.3%  11 13
3,374,325,861 843,900,255 423,671,132 25.0% 12.6% 843,903,460 423,674,131 2.3%  11 14
6,746,554,550 1,686,957,407 847,300,006 25.0% 12.6% 1,686,960,625 847,303,006 2.3%  11 15
13,491,011,845 3,373,071,711 1,694,557,606 25.0% 12.6% 3,373,074,929 1,694,560,605 2.3%  11 16
26,979,926,274 6,745,300,319 3,389,072,806 25.0% 12.6% 6,745,303,537 3,389,075,806 2.3%  11 17
4,149,231 178,680 11,613 4.3% 0.3% 181,919 14,395 0.1%  12 1
4,972,627 282,113 12,564 5.7% 0.3% 285,375 15,357 0.1%  12 2
6,619,224 489,079 14,706 7.4% 0.2% 492,346 17,500 0.0%  12 3
9,912,331 902,778 18,803 9.1% 0.2% 906,013 21,589 0.0%  12 4
16,498,684 1,730,177 26,997 10.5% 0.2% 1,733,407 29,781 0.0%  12 5
29,671,453 3,384,966 43,385 11.4% 0.1% 3,388,202 46,171 0.0%  12 6
56,016,913 6,694,545 76,161 12.0% 0.1% 6,697,775 78,946 0.0%  12 7
108,707,965 13,313,710 141,713 12.2% 0.1% 13,316,934 144,498 0.0%  12 8
214,090,260 26,552,045 272,817 12.4% 0.1% 26,555,277 275,605 0.0%  12 9
424,854,352 53,028,760 535,027 12.5% 0.1% 53,031,996 537,826 0.0%  12 10
846,383,098 114,057,819 105,974,861 13.5% 12.5% 114,061,065 105,977,899 2.3%  12 11
1,689,439,349 423,190,232 211,881,540 25.0% 12.5% 423,193,464 211,884,550 2.3%  12 12
3,375,551,608 844,718,296 423,694,916 25.0% 12.6% 844,721,534 423,697,931 2.3%  12 13
6,747,776,358 1,687,774,833 847,321,705 25.0% 12.6% 1,687,778,097 847,324,748 2.3%  12 14
13,492,225,416 3,373,887,090 1,694,575,283 25.0% 12.6% 3,373,890,350 1,694,578,325 2.3%  12 15
26,981,123,480 6,746,111,601 3,389,082,291 25.0% 12.6% 6,746,114,863 3,389,085,333 2.3%  12 16
53,958,919,585 13,490,560,625 6,778,096,307 25.0% 12.6% 13,490,563,889 6,778,099,350 2.3%  12 17
7,432,281 333,826 13,149 4.5% 0.2% 337,064 15,926 0.0%  13 1
9,078,722 540,668 15,198 6.0% 0.2% 543,886 17,983 0.0%  13 2
12,371,904 954,475 19,314 7.7% 0.2% 957,694 22,099 0.0%  13 3
18,958,280 1,781,871 27,507 9.4% 0.1% 1,785,090 30,292 0.0%  13 4
32,131,036 3,436,662 43,893 10.7% 0.1% 3,439,881 46,678 0.0%  13 5
58,476,512 6,746,235 76,665 11.5% 0.1% 6,749,447 79,448 0.0%  13 6
111,167,469 13,365,386 142,209 12.0% 0.1% 13,368,600 144,994 0.0%  13 7
216,549,816 26,603,687 273,297 12.3% 0.1% 26,606,907 276,085 0.0%  13 8
427,313,710 53,080,294 535,475 12.4% 0.1% 53,083,514 538,274 0.0%  13 9
848,842,277 106,033,553 106,026,354 12.5% 12.5% 106,036,792 106,029,369 2.3%  13 10
1,691,897,991 228,079,688 211,932,740 13.5% 12.5% 228,082,927 211,935,754 2.3%  13 11
3,378,009,234 846,356,696 423,745,604 25.1% 12.5% 846,359,933 423,748,617 2.3%  13 12
6,750,231,708 1,689,412,311 847,371,331 25.0% 12.6% 1,689,415,557 847,374,343 2.3%  13 13
0 0 0 0.0% 0.0% 0 0 0.0%  13 14
 13 15
 13 16
 13 17
 14 1
 14 2
 14 3
 14 4
 14 5
 14 6
 14 7
 14 8
 14 9
 14 10
 14 11
 14 12
 14 13
 14 14
 14 15
 14 16
 14 17
 15 1
 15 2
 15 3
 15 4
 15 5
 15 6
 15 7
 15 8
 15 9
 15 10
 15 11
 15 12
 15 13
 15 14
 15 15
 15 16
 15 17
 16 1
 16 2
 16 3
 16 4
 16 5
 16 6
 16 7
 16 8
 16 9
 16 10
 16 11
 16 12
 16 13
 16 14
 16 15
 16 16
 16 17
 17 1
 17 2
 17 3
 17 4
 17 5
 17 6
 17 7
 17 8
 17 9
 17 10
 17 11
 17 12
 17 13
 17 14
 17 15
 17 16
 17 17
 1 1
 1 2
 1 3
 1 4
 1 5
 1 6
 1 7
 1 8
 1 9
 1 10
 1 11
 1 12
 1 13
 1 14
 1 15
 1 16
 1 17
 2 1
 2 2
 2 3
 2 4
 2 5
 2 6
 2 7
 2 8
 2 9
 2 10
 2 11
 2 12
 2 13
 2 14
 2 15
 2 16
 2 17
 3 1
 3 2
 3 3
 3 4
 3 5
 3 6
 3 7
 3 8
 3 9
 3 10
 3 11
 3 12
 3 13
 3 14
 3 15
 3 16
 3 17
 4 1
 4 2
 4 3
 4 4
 4 5
 4 6
 4 7
 4 8
 4 9
 4 10
 4 11
 4 12
 4 13
 4 14
 4 15
 4 16
 4 17
 5 1
 5 2
 5 3
 5 4
 5 5
 5 6
 5 7
 5 8
 5 9
 5 10
 5 11
 5 12
 5 13
 5 14
 5 15
 5 16
 5 17
 6 1
 6 2
 6 3
 6 4
 6 5
 6 6
 6 7
 6 8
 6 9
 6 10
 6 11
 6 12
 6 13
 6 14
 6 15
 6 16
 6 17
 7 1
 7 2
 7 3
 7 4
 7 5
 7 6
 7 7
 7 8
 7 9
 7 10
 7 11
 7 12
 7 13
 7 14
 7 15
 7 16
 7 17
 8 1
 8 2
 8 3
 8 4
 8 5
 8 6
 8 7
 8 8
 8 9
 8 10
 8 11
 8 12
 8 13
 8 14
 8 15
 8 16
 8 17
 9 1
 9 2
 9 3
 9 4
 9 5
 9 6
 9 7
 9 8
 9 9
 9 10
 9 11
 9 12
 9 13
 9 14
 9 15
 9 16
 9 17
 10 1
 10 2
 10 3
 10 4
 10 5
 10 6
 10 7
 10 8
 10 9
 10 10
 10 11
 10 12
 10 13
 10 14
 10 15
 10 16
 10 17
 11 1
 11 2
 11 3
 11 4
 11 5
 11 6
 11 7
 11 8
 11 9
 11 10
 11 11
 11 12
 11 13
 11 14
 11 15
 11 16
 11 17
 12 1
 12 2
 12 3
 12 4
 12 5
 12 6
 12 7
 12 8
 12 9
 12 10
 12 11
 12 12
 12 13
 12 14
 12 15
 12 16
 12 17
 13 1
 13 2
 13 3
 13 4
 13 5
 13 6
 13 7
 13 8
 13 9
 13 10
 13 11
 13 12
 13 13
 13 14
 13 15
 13 16
 13 17
 14 1
 14 2
 14 3
 14 4
 14 5
 14 6
 14 7
 14 8
 14 9
 14 10
 14 11
 14 12
 14 13
 14 14
 14 15
 14 16
 14 17
 15 1
 15 2
 15 3
 15 4
 15 5
 15 6
 15 7
 15 8
 15 9
 15 10
 15 11
 15 12
 15 13
 15 14
 15 15
 15 16
 15 17
 16 1
 16 2
 16 3
 16 4
 16 5
 16 6
 16 7
 16 8
 16 9
 16 10
 16 11
 16 12
 16 13
 16 14
 16 15
 16 16
 16 17
 17 1
 17 2
 17 3
 17 4
 17 5
 17 6
 17 7
 17 8
 17 9
 17 10
 17 11
 17 12
 17 13
 17 14
 17 15
 17 16
 17 17
 1 1
 1 2
 1 3
 1 4
 1 5
 1 6
 1 7
 1 8
 1 9
 1 10
 1 11
 1 12
 1 13
 1 14
 1 15
 1 16
 1 17
 2 1
 2 2
 2 3
 2 4
 2 5
 2 6
 2 7
 2 8
 2 9
 2 10
 2 11
 2 12
 2 13
 2 14
 2 15
 2 16
 2 17
 3 1
 3 2
 3 3
 3 4
 3 5
 3 6
 3 7
 3 8
 3 9
 3 10
 3 11
 3 12
 3 13
 3 14
 3 15
 3 16
 3 17
 4 1
 4 2
 4 3
 4 4
 4 5
 4 6
 4 7
 4 8
 4 9
 4 10
 4 11
 4 12
 4 13
 4 14
 4 15
 4 16
 4 17
 5 1
 5 2
 5 3
 5 4
 5 5
 5 6
 5 7
 5 8
 5 9
 5 10
 5 11
 5 12
 5 13
 5 14
 5 15
 5 16
 5 17
 6 1
 6 2
 6 3
 6 4
 6 5
 6 6
 6 7
 6 8
 6 9
 6 10
 6 11
 6 12
 6 13
 6 14
 6 15
 6 16
 6 17
 7 1
 7 2
 7 3
 7 4
 7 5
 7 6
 7 7
 7 8
 7 9
 7 10
 7 11
 7 12
 7 13
 7 14
 7 15
 7 16
 7 17
 8 1
 8 2
 8 3
 8 4
 8 5
 8 6
 8 7
 8 8
 8 9
 8 10
 8 11
 8 12
 8 13
 8 14
 8 15
 8 16
 8 17
 9 1
 9 2
 9 3
 9 4
 9 5
 9 6
 9 7
 9 8
 9 9
 9 10
 9 11
 9 12
 9 13
 9 14
 9 15
 9 16
 9 17
 10 1
 10 2
 10 3
 10 4
 10 5
 10 6
 10 7
 10 8
 10 9
 10 10
 10 11
 10 12
 10 13
 10 14
 10 15
 10 16
 10 17
 11 1
 11 2
 11 3
 11 4
 11 5
 11 6
 11 7
 11 8
 11 9
 11 10
 11 11
 11 12
 11 13
 11 14
 11 15
 11 16
 11 17
 12 1
 12 2
 12 3
 12 4
 12 5
 12 6
 12 7
 12 8
 12 9
 12 10
 12 11
 12 12
 12 13
 12 14
 12 15
 12 16
 12 17
 13 1
 13 2
 13 3
 13 4
 13 5
 13 6
 13 7
 13 8
 13 9
 13 10
 13 11
 13 12
 13 13
 13 14
 13 15
 13 16
 13 17
 14 1
 14 2
 14 3
 14 4
 14 5
 14 6
 14 7
 14 8
 14 9
 14 10
 14 11
 14 12
 14 13
 14 14
 14 15
 14 16
 14 17
 15 1
 15 2
 15 3
 15 4
 15 5
 15 6
 15 7
 15 8
 15 9
 15 10
 15 11
 15 12
 15 13
 15 14
 15 15
 15 16
 15 17
 16 1
 16 2
 16 3
 16 4
 16 5
 16 6
 16 7
 16 8
 16 9
 16 10
 16 11
 16 12
 16 13
 16 14
 16 15
 16 16
 16 17
 17 1
 17 2
 17 3
 17 4
 17 5
 17 6
 17 7
 17 8
 17 9
 17 10
 17 11
 17 12
 17 13
 17 14
 17 15
 17 16
 17 17
 1 1
 1 2
 1 3
 1 4
 1 5
 1 6
 1 7
 1 8
 1 9
 1 10
 1 11
 1 12
 1 13
 1 14
 1 15
 1 16
 1 17
 2 1
 2 2
 2 3
 2 4
 2 5
 2 6
 2 7
 2 8
 2 9
 2 10
 2 11
 2 12
 2 13
 2 14
 2 15
 2 16
 2 17
 3 1
 3 2
 3 3
 3 4
 3 5
 3 6
 3 7
 3 8
 3 9
 3 10
 3 11
 3 12
 3 13
 3 14
 3 15
 3 16
 3 17
 4 1
 4 2
 4 3
 4 4
 4 5
 4 6
 4 7
 4 8
 4 9
 4 10
 4 11
 4 12
 4 13
 4 14
 4 15
 4 16
 4 17
 5 1
 5 2
 5 3
 5 4
 5 5
 5 6
 5 7
 5 8
 5 9
 5 10
 5 11
 5 12
 5 13
 5 14
 5 15
 5 16
 5 17
 6 1
 6 2
 6 3
 6 4
 6 5
 6 6
 6 7
 6 8
 6 9
 6 10
 6 11
 6 12
 6 13
 6 14
 6 15
 6 16
 6 17
 7 1
 7 2
 7 3
 7 4
 7 5
 7 6
 7 7
 7 8
 7 9
 7 10
 7 11
